x y z time
-0.142381 -2.17548 0.00261197 3.49093
-0.141215 -2.17241 0.00261377 3.49193
-0.140046 -2.16934 0.00261556 3.49293
-0.138875 -2.16627 0.00261737 3.49393
-0.137703 -2.16320 0.00261917 3.49493
-0.136528 -2.16013 0.00262098 3.49593
-0.135351 -2.15706 0.00262279 3.49693
-0.134172 -2.15400 0.00262460 3.49793
-0.132992 -2.15093 0.00262641 3.49893
-0.131809 -2.14787 0.00262823 3.49993
-0.130624 -2.14481 0.00263005 3.50093
-0.129437 -2.14175 0.00263187 3.50193
-0.128248 -2.13869 0.00263370 3.50293
-0.127057 -2.13563 0.00263553 3.50393
-0.125864 -2.13258 0.00263736 3.50493
-0.124668 -2.12953 0.00263919 3.50593
-0.123471 -2.12647 0.00264103 3.50693
-0.122271 -2.12342 0.00264286 3.50793
-0.121070 -2.12038 0.00264471 3.50893
-0.119866 -2.11733 0.00264655 3.50993
-0.118660 -2.11428 0.00264840 3.51093
-0.117452 -2.11124 0.00265025 3.51193
-0.116242 -2.10820 0.00265210 3.51293
-0.115030 -2.10516 0.00265395 3.51393
-0.113815 -2.10212 0.00265581 3.51493
-0.112599 -2.09908 0.00265767 3.51593
-0.111380 -2.09604 0.00265954 3.51693
-0.110159 -2.09301 0.00266140 3.51793
-0.108936 -2.08998 0.00266327 3.51893
-0.107711 -2.08695 0.00266514 3.51993
-0.106483 -2.08392 0.00266702 3.52093
-0.105254 -2.08089 0.00266890 3.52193
-0.104022 -2.07787 0.00267078 3.52293
-0.102788 -2.07484 0.00267266 3.52393
-0.101552 -2.07182 0.00267455 3.52493
-0.100313 -2.06880 0.00267643 3.52593
-0.0990724 -2.06578 0.00267833 3.52693
-0.0978294 -2.06276 0.00268022 3.52793
-0.0965842 -2.05975 0.00268212 3.52893
-0.0953368 -2.05674 0.00268402 3.52993
-0.0940871 -2.05373 0.00268592 3.53093
-0.0928351 -2.05072 0.00268783 3.53193
-0.0915808 -2.04771 0.00268974 3.53293
-0.0903243 -2.04470 0.00269165 3.53393
-0.0890655 -2.04170 0.00269356 3.53493
-0.0878044 -2.03870 0.00269548 3.53593
-0.0865410 -2.03570 0.00269740 3.53693
-0.0852752 -2.03270 0.00269932 3.53793
-0.0840072 -2.02970 0.00270125 3.53893
-0.0827368 -2.02671 0.00270318 3.53993
-0.0814641 -2.02371 0.00270511 3.54093
-0.0801891 -2.02072 0.00270705 3.54193
-0.0789117 -2.01774 0.00270899 3.54293
-0.0776320 -2.01475 0.00271093 3.54393
-0.0763499 -2.01176 0.00271287 3.54493
-0.0750655 -2.00878 0.00271482 3.54593
-0.0737786 -2.00580 0.00271677 3.54693
-0.0724894 -2.00282 0.00271872 3.54793
-0.0711978 -1.99985 0.00272068 3.54893
-0.0699038 -1.99687 0.00272264 3.54993
-0.0686074 -1.99390 0.00272460 3.55093
-0.0673086 -1.99093 0.00272656 3.55192
-0.0660073 -1.98796 0.00272853 3.55292
-0.0647037 -1.98499 0.00273050 3.55392
-0.0633976 -1.98203 0.00273248 3.55492
-0.0620890 -1.97907 0.00273446 3.55592
-0.0607780 -1.97611 0.00273644 3.55692
-0.0594645 -1.97315 0.00273842 3.55792
-0.0581486 -1.97020 0.00274041 3.55892
-0.0568302 -1.96724 0.00274240 3.55992
-0.0555093 -1.96429 0.00274439 3.56092
-0.0541859 -1.96134 0.00274639 3.56192
-0.0528601 -1.95840 0.00274839 3.56292
-0.0515317 -1.95545 0.00275039 3.56392
-0.0502008 -1.95251 0.00275239 3.56492
-0.0488673 -1.94957 0.00275440 3.56592
-0.0475314 -1.94663 0.00275641 3.56692
-0.0461929 -1.94370 0.00275843 3.56792
-0.0448519 -1.94076 0.00276045 3.56892
-0.0435083 -1.93783 0.00276247 3.56992
-0.0421621 -1.93490 0.00276449 3.57092
-0.0408133 -1.93198 0.00276652 3.57192
-0.0394620 -1.92905 0.00276855 3.57292
-0.0381081 -1.92613 0.00277059 3.57392
-0.0367516 -1.92321 0.00277262 3.57492
-0.0353925 -1.92030 0.00277466 3.57592
-0.0340308 -1.91738 0.00277671 3.57692
-0.0326664 -1.91447 0.00277876 3.57792
-0.0312994 -1.91156 0.00278081 3.57892
-0.0299298 -1.90866 0.00278286 3.57992
-0.0285575 -1.90575 0.00278492 3.58092
-0.0271826 -1.90285 0.00278698 3.58192
-0.0258050 -1.89995 0.00278904 3.58292
-0.0244247 -1.89705 0.00279111 3.58392
-0.0230417 -1.89416 0.00279318 3.58492
-0.0216561 -1.89127 0.00279525 3.58592
-0.0202677 -1.88838 0.00279733 3.58692
-0.0188767 -1.88549 0.00279941 3.58792
-0.0174829 -1.88261 0.00280149 3.58892
-0.0160864 -1.87973 0.00280358 3.58992
-0.0146871 -1.87685 0.00280567 3.59092
-0.0132851 -1.87397 0.00280777 3.59192
-0.0118804 -1.87110 0.00280986 3.59292
-0.0104729 -1.86823 0.00281196 3.59392
-0.00906259 -1.86536 0.00281407 3.59492
-0.00764952 -1.86250 0.00281618 3.59592
-0.00623366 -1.85964 0.00281829 3.59692
-0.00481500 -1.85678 0.00282040 3.59792
-0.00339353 -1.85392 0.00282252 3.59892
-0.00196924 -1.85107 0.00282464 3.59992
-0.000542115 -1.84822 0.00282677 3.60092
0.000887844 -1.84537 0.00282889 3.60192
0.00232065 -1.84252 0.00283103 3.60292
0.00375631 -1.83968 0.00283316 3.60392
0.00519485 -1.83684 0.00283530 3.60492
0.00663625 -1.83400 0.00283744 3.60592
0.00808054 -1.83117 0.00283959 3.60692
0.00952773 -1.82834 0.00284174 3.60792
0.0109778 -1.82551 0.00284389 3.60892
0.0124308 -1.82269 0.00284605 3.60992
0.0138868 -1.81986 0.00284821 3.61092
0.0153456 -1.81704 0.00285037 3.61192
0.0168074 -1.81423 0.00285254 3.61292
0.0182722 -1.81142 0.00285471 3.61392
0.0197399 -1.80861 0.00285688 3.61492
0.0212106 -1.80580 0.00285906 3.61592
0.0226843 -1.80300 0.00286125 3.61692
0.0241610 -1.80020 0.00286343 3.61792
0.0256407 -1.79740 0.00286562 3.61892
0.0271233 -1.79460 0.00286781 3.61992
0.0286091 -1.79181 0.00287001 3.62092
0.0300978 -1.78903 0.00287221 3.62192
0.0315896 -1.78624 0.00287441 3.62292
0.0330844 -1.78346 0.00287662 3.62392
0.0345824 -1.78068 0.00287883 3.62492
0.0360833 -1.77791 0.00288105 3.62592
0.0375874 -1.77514 0.00288327 3.62692
0.0390946 -1.77237 0.00288549 3.62792
0.0406049 -1.76960 0.00288772 3.62892
0.0421182 -1.76684 0.00288995 3.62992
0.0436348 -1.76408 0.00289218 3.63092
0.0451544 -1.76133 0.00289442 3.63192
0.0466772 -1.75858 0.00289666 3.63292
0.0482032 -1.75583 0.00289890 3.63392
0.0497323 -1.75309 0.00290115 3.63492
0.0512646 -1.75034 0.00290341 3.63592
0.0528001 -1.74761 0.00290566 3.63692
0.0543388 -1.74487 0.00290793 3.63792
0.0558807 -1.74214 0.00291019 3.63892
0.0574259 -1.73942 0.00291246 3.63992
0.0589743 -1.73669 0.00291473 3.64092
0.0605259 -1.73398 0.00291701 3.64192
0.0620807 -1.73126 0.00291929 3.64292
0.0636389 -1.72855 0.00292157 3.64392
0.0652003 -1.72584 0.00292386 3.64492
0.0667650 -1.72313 0.00292615 3.64592
0.0683330 -1.72043 0.00292845 3.64692
0.0699044 -1.71774 0.00293075 3.64792
0.0714790 -1.71504 0.00293305 3.64892
0.0730570 -1.71235 0.00293536 3.64992
0.0746383 -1.70967 0.00293767 3.65092
0.0762230 -1.70699 0.00293999 3.65192
0.0778111 -1.70431 0.00294231 3.65292
0.0794025 -1.70163 0.00294463 3.65392
0.0809974 -1.69896 0.00294696 3.65492
0.0825956 -1.69630 0.00294930 3.65592
0.0841973 -1.69364 0.00295163 3.65692
0.0858024 -1.69098 0.00295397 3.65792
0.0874109 -1.68832 0.00295632 3.65892
0.0890229 -1.68567 0.00295867 3.65992
0.0906383 -1.68303 0.00296102 3.66092
0.0922572 -1.68039 0.00296338 3.66192
0.0938796 -1.67775 0.00296574 3.66292
0.0955055 -1.67511 0.00296810 3.66392
0.0971349 -1.67248 0.00297047 3.66492
0.0987679 -1.66986 0.00297285 3.66592
0.100404 -1.66724 0.00297523 3.66692
0.102044 -1.66462 0.00297761 3.66792
0.103688 -1.66201 0.00298000 3.66892
0.105335 -1.65940 0.00298239 3.66992
0.106986 -1.65680 0.00298478 3.67092
0.108640 -1.65420 0.00298718 3.67192
0.110298 -1.65160 0.00298958 3.67292
0.111960 -1.64901 0.00299199 3.67392
0.113625 -1.64642 0.00299441 3.67492
0.115294 -1.64384 0.00299682 3.67592
0.116966 -1.64127 0.00299924 3.67692
0.118642 -1.63869 0.00300167 3.67792
0.120322 -1.63612 0.00300410 3.67892
0.122006 -1.63356 0.00300653 3.67992
0.123693 -1.63100 0.00300897 3.68092
0.125384 -1.62845 0.00301142 3.68192
0.127079 -1.62590 0.00301386 3.68292
0.128777 -1.62335 0.00301631 3.68392
0.130480 -1.62081 0.00301877 3.68492
0.132186 -1.61828 0.00302123 3.68592
0.133895 -1.61574 0.00302370 3.68692
0.135609 -1.61322 0.00302617 3.68792
0.137326 -1.61070 0.00302864 3.68892
0.139048 -1.60818 0.00303112 3.68991
0.140773 -1.60567 0.00303360 3.69091
0.142502 -1.60316 0.00303609 3.69191
0.144235 -1.60066 0.00303858 3.69291
0.145971 -1.59816 0.00304108 3.69391
0.147712 -1.59567 0.00304358 3.69491
0.149456 -1.59319 0.00304609 3.69591
0.151205 -1.59070 0.00304860 3.69691
0.152957 -1.58823 0.00305112 3.69791
0.154714 -1.58576 0.00305364 3.69891
0.156474 -1.58329 0.00305616 3.69991
0.158238 -1.58083 0.00305869 3.70091
0.160006 -1.57837 0.00306123 3.70191
0.161779 -1.57592 0.00306377 3.70291
0.163555 -1.57348 0.00306631 3.70391
0.165335 -1.57104 0.00306886 3.70491
0.167120 -1.56860 0.00307141 3.70591
0.168908 -1.56618 0.00307397 3.70691
0.170701 -1.56375 0.00307653 3.70791
0.172497 -1.56133 0.00307910 3.70891
0.174298 -1.55892 0.00308167 3.70991
0.176103 -1.55651 0.00308425 3.71091
0.177912 -1.55411 0.00308683 3.71191
0.179725 -1.55172 0.00308942 3.71291
0.181542 -1.54933 0.00309201 3.71391
0.183364 -1.54694 0.00309461 3.71491
0.185189 -1.54456 0.00309721 3.71591
0.187019 -1.54219 0.00309982 3.71691
0.188853 -1.53982 0.00310243 3.71791
0.190692 -1.53746 0.00310505 3.71891
0.192534 -1.53511 0.00310767 3.71991
0.194381 -1.53276 0.00311029 3.72091
0.196232 -1.53041 0.00311293 3.72191
0.198088 -1.52807 0.00311556 3.72291
0.199947 -1.52574 0.00311820 3.72391
0.201811 -1.52342 0.00312085 3.72491
0.203680 -1.52110 0.00312350 3.72591
0.205553 -1.51878 0.00312616 3.72691
0.207430 -1.51648 0.00312882 3.72791
0.209311 -1.51417 0.00313149 3.72891
0.211197 -1.51188 0.00313416 3.72991
0.213088 -1.50959 0.00313684 3.73091
0.214983 -1.50731 0.00313952 3.73191
0.216882 -1.50503 0.00314221 3.73291
0.218786 -1.50276 0.00314490 3.73391
0.220694 -1.50050 0.00314760 3.73491
0.222607 -1.49824 0.00315030 3.73591
0.224524 -1.49599 0.00315301 3.73691
0.226446 -1.49375 0.00315573 3.73791
0.228372 -1.49151 0.00315845 3.73891
0.230303 -1.48928 0.00316117 3.73991
0.232238 -1.48705 0.00316390 3.74091
0.234178 -1.48484 0.00316664 3.74191
0.236123 -1.48263 0.00316938 3.74291
0.238072 -1.48042 0.00317212 3.74391
0.240026 -1.47823 0.00317487 3.74491
0.241985 -1.47604 0.00317763 3.74591
0.243948 -1.47385 0.00318039 3.74691
0.245916 -1.47168 0.00318316 3.74791
0.247889 -1.46951 0.00318593 3.74891
0.249866 -1.46734 0.00318871 3.74991
0.251848 -1.46519 0.00319150 3.75091
0.253835 -1.46304 0.00319428 3.75191
0.255827 -1.46090 0.00319708 3.75291
0.257823 -1.45877 0.00319988 3.75391
0.259825 -1.45664 0.00320269 3.75491
0.261831 -1.45452 0.00320550 3.75591
0.263842 -1.45241 0.00320832 3.75691
0.265858 -1.45031 0.00321114 3.75791
0.267879 -1.44821 0.00321397 3.75891
0.269904 -1.44612 0.00321680 3.75991
0.271935 -1.44404 0.00321964 3.76091
0.273970 -1.44196 0.00322249 3.76191
0.276011 -1.43990 0.00322534 3.76291
0.278056 -1.43784 0.00322820 3.76391
0.280106 -1.43579 0.00323106 3.76491
0.282162 -1.43374 0.00323393 3.76591
0.284222 -1.43171 0.00323680 3.76691
0.286288 -1.42968 0.00323968 3.76791
0.288358 -1.42766 0.00324257 3.76891
0.290434 -1.42565 0.00324546 3.76991
0.292514 -1.42364 0.00324836 3.77091
0.294600 -1.42165 0.00325126 3.77191
0.296691 -1.41966 0.00325417 3.77291
0.298787 -1.41768 0.00325709 3.77391
0.300888 -1.41571 0.00326001 3.77491
0.302995 -1.41375 0.00326294 3.77591
0.305106 -1.41179 0.00326587 3.77691
0.307223 -1.40985 0.00326881 3.77791
0.309345 -1.40791 0.00327176 3.77891
0.311472 -1.40598 0.00327471 3.77991
0.313605 -1.40406 0.00327766 3.78091
0.315743 -1.40214 0.00328063 3.78191
0.317886 -1.40024 0.00328360 3.78291
0.320035 -1.39835 0.00328657 3.78391
0.322188 -1.39646 0.00328956 3.78491
0.324348 -1.39458 0.00329254 3.78591
0.326512 -1.39271 0.00329554 3.78691
0.328682 -1.39085 0.00329854 3.78791
0.330858 -1.38900 0.00330155 3.78891
0.333038 -1.38716 0.00330456 3.78991
0.335225 -1.38533 0.00330758 3.79091
0.337417 -1.38351 0.00331060 3.79191
0.339614 -1.38169 0.00331364 3.79291
0.341817 -1.37989 0.00331667 3.79391
0.344025 -1.37809 0.00331972 3.79491
0.346239 -1.37630 0.00332277 3.79591
0.348459 -1.37453 0.00332583 3.79691
0.350684 -1.37276 0.00332889 3.79791
0.352914 -1.37100 0.00333196 3.79891
0.355151 -1.36925 0.00333504 3.79991
0.357393 -1.36752 0.00333812 3.80091
0.359640 -1.36579 0.00334121 3.80191
0.361894 -1.36407 0.00334431 3.80291
0.364153 -1.36236 0.00334741 3.80391
0.366418 -1.36066 0.00335052 3.80491
0.368688 -1.35897 0.00335363 3.80591
0.370965 -1.35729 0.00335676 3.80691
0.373247 -1.35562 0.00335989 3.80791
0.375535 -1.35396 0.00336302 3.80891
0.377829 -1.35231 0.00336616 3.80991
0.380128 -1.35067 0.00336931 3.81091
0.382434 -1.34905 0.00337247 3.81191
0.384745 -1.34743 0.00337563 3.81291
0.387063 -1.34582 0.00337880 3.81391
0.389386 -1.34423 0.00338198 3.81491
0.391715 -1.34264 0.00338516 3.81591
0.394050 -1.34106 0.00338835 3.81691
0.396391 -1.33950 0.00339155 3.81791
0.398739 -1.33794 0.00339475 3.81891
0.401092 -1.33640 0.00339796 3.81991
0.403451 -1.33487 0.00340118 3.82091
0.405817 -1.33335 0.00340440 3.82191
0.408188 -1.33184 0.00340763 3.82291
0.410566 -1.33034 0.00341087 3.82391
0.412949 -1.32885 0.00341412 3.82491
0.415339 -1.32738 0.00341737 3.82591
0.417735 -1.32591 0.00342063 3.82691
0.420138 -1.32446 0.00342389 3.82790
0.422546 -1.32302 0.00342717 3.82890
0.424961 -1.32159 0.00343045 3.82990
0.427382 -1.32017 0.00343374 3.83090
0.429809 -1.31876 0.00343703 3.83190
0.432243 -1.31737 0.00344033 3.83290
0.434683 -1.31598 0.00344364 3.83390
0.437129 -1.31461 0.00344696 3.83490
0.439582 -1.31325 0.00345028 3.83590
0.442041 -1.31190 0.00345361 3.83690
0.444506 -1.31057 0.00345695 3.83790
0.446978 -1.30925 0.00346030 3.83890
0.449456 -1.30794 0.00346365 3.83990
0.451941 -1.30664 0.00346701 3.84090
0.454433 -1.30535 0.00347038 3.84190
0.456930 -1.30408 0.00347376 3.84290
0.459435 -1.30282 0.00347714 3.84390
0.461946 -1.30157 0.00348053 3.84490
0.464463 -1.30034 0.00348393 3.84590
0.466988 -1.29912 0.00348734 3.84690
0.469518 -1.29791 0.00349075 3.84790
0.472056 -1.29671 0.00349417 3.84890
0.474600 -1.29553 0.00349760 3.84990
0.477151 -1.29436 0.00350104 3.85090
0.479708 -1.29320 0.00350448 3.85190
0.482272 -1.29206 0.00350793 3.85290
0.484843 -1.29093 0.00351139 3.85390
0.487421 -1.28982 0.00351486 3.85490
0.490006 -1.28872 0.00351833 3.85590
0.492597 -1.28763 0.00352182 3.85690
0.495196 -1.28655 0.00352531 3.85790
0.497801 -1.28549 0.00352880 3.85890
0.500413 -1.28445 0.00353231 3.85990
0.503032 -1.28341 0.00353582 3.86090
0.505658 -1.28240 0.00353935 3.86190
0.508290 -1.28139 0.00354288 3.86290
0.510930 -1.28040 0.00354642 3.86390
0.513577 -1.27943 0.00354996 3.86490
0.516231 -1.27847 0.00355352 3.86590
0.518892 -1.27752 0.00355708 3.86690
0.521560 -1.27659 0.00356065 3.86790
0.524235 -1.27567 0.00356423 3.86890
0.526917 -1.27477 0.00356781 3.86990
0.529606 -1.27388 0.00357141 3.87090
0.532303 -1.27301 0.00357501 3.87190
0.535006 -1.27216 0.00357862 3.87290
0.537717 -1.27132 0.00358224 3.87390
0.540435 -1.27049 0.00358587 3.87490
0.543160 -1.26968 0.00358951 3.87590
0.545893 -1.26889 0.00359315 3.87690
0.548633 -1.26811 0.00359680 3.87790
0.551380 -1.26734 0.00360047 3.87890
0.554135 -1.26660 0.00360414 3.87990
0.556896 -1.26586 0.00360781 3.88090
0.559666 -1.26515 0.00361150 3.88190
0.562442 -1.26445 0.00361520 3.88290
0.565226 -1.26377 0.00361890 3.88390
0.568018 -1.26310 0.00362261 3.88490
0.570817 -1.26245 0.00362633 3.88590
0.573623 -1.26182 0.00363006 3.88690
0.576437 -1.26120 0.00363380 3.88790
0.579259 -1.26060 0.00363755 3.88890
0.582088 -1.26002 0.00364130 3.88990
0.584924 -1.25945 0.00364507 3.89090
0.587768 -1.25890 0.00364884 3.89190
0.590620 -1.25837 0.00365262 3.89290
0.593480 -1.25786 0.00365641 3.89390
0.596347 -1.25736 0.00366021 3.89490
0.599221 -1.25688 0.00366402 3.89590
0.602104 -1.25642 0.00366784 3.89690
0.604994 -1.25598 0.00367166 3.89790
0.607892 -1.25555 0.00367550 3.89890
0.610798 -1.25514 0.00367934 3.89990
0.613711 -1.25475 0.00368320 3.90090
0.616633 -1.25438 0.00368706 3.90190
0.619562 -1.25403 0.00369093 3.90290
0.622499 -1.25369 0.00369481 3.90390
0.625444 -1.25338 0.00369870 3.90490
0.628397 -1.25308 0.00370260 3.90590
0.631357 -1.25280 0.00370651 3.90690
0.634326 -1.25254 0.00371043 3.90790
0.637303 -1.25230 0.00371435 3.90890
0.640287 -1.25208 0.00371829 3.90990
0.643280 -1.25188 0.00372223 3.91090
0.646280 -1.25169 0.00372619 3.91190
0.649289 -1.25153 0.00373015 3.91290
0.652306 -1.25139 0.00373413 3.91390
0.655331 -1.25126 0.00373811 3.91490
0.658364 -1.25116 0.00374210 3.91590
0.661405 -1.25108 0.00374610 3.91690
0.664454 -1.25101 0.00375011 3.91790
0.667511 -1.25097 0.00375413 3.91890
0.670577 -1.25095 0.00375817 3.91990
0.673651 -1.25094 0.00376221 3.92090
0.676733 -1.25096 0.00376626 3.92190
0.679823 -1.25100 0.00377031 3.92290
0.682921 -1.25106 0.00377438 3.92390
0.686028 -1.25114 0.00377846 3.92490
0.689143 -1.25124 0.00378255 3.92590
0.692267 -1.25137 0.00378665 3.92690
0.695399 -1.25151 0.00379076 3.92790
0.698539 -1.25168 0.00379488 3.92890
0.701687 -1.25187 0.00379901 3.92990
0.704844 -1.25208 0.00380314 3.93090
0.708010 -1.25231 0.00380729 3.93190
0.711183 -1.25256 0.00381145 3.93290
0.714366 -1.25284 0.00381562 3.93390
0.717557 -1.25314 0.00381980 3.93490
0.720756 -1.25346 0.00382398 3.93590
0.723963 -1.25380 0.00382818 3.93690
0.727180 -1.25417 0.00383239 3.93790
0.730405 -1.25456 0.00383661 3.93890
0.733638 -1.25497 0.00384084 3.93990
0.736880 -1.25541 0.00384508 3.94090
0.740131 -1.25587 0.00384933 3.94190
0.743390 -1.25635 0.00385359 3.94290
0.746658 -1.25686 0.00385786 3.94390
0.749934 -1.25739 0.00386214 3.94490
0.753219 -1.25794 0.00386643 3.94590
0.756513 -1.25852 0.00387073 3.94690
0.759816 -1.25912 0.00387504 3.94790
0.763127 -1.25975 0.00387936 3.94890
0.766447 -1.26040 0.00388370 3.94990
0.769776 -1.26108 0.00388804 3.95090
0.773114 -1.26178 0.00389239 3.95190
0.776460 -1.26251 0.00389676 3.95290
0.779815 -1.26326 0.00390113 3.95390
0.783179 -1.26404 0.00390552 3.95490
0.786552 -1.26484 0.00390992 3.95590
0.789933 -1.26567 0.00391432 3.95690
0.793324 -1.26652 0.00391874 3.95790
0.796723 -1.26740 0.00392317 3.95890
0.800132 -1.26831 0.00392761 3.95990
0.803549 -1.26924 0.00393206 3.96090
0.806975 -1.27020 0.00393652 3.96190
0.810410 -1.27119 0.00394100 3.96290
0.813854 -1.27220 0.00394548 3.96390
0.817306 -1.27324 0.00394997 3.96490
0.820768 -1.27431 0.00395448 3.96589
0.824239 -1.27540 0.00395900 3.96689
0.827719 -1.27652 0.00396352 3.96789
0.831208 -1.27767 0.00396806 3.96889
0.834705 -1.27885 0.00397261 3.96989
0.838212 -1.28005 0.00397717 3.97089
0.841728 -1.28129 0.00398175 3.97189
0.845253 -1.28255 0.00398633 3.97289
0.848787 -1.28384 0.00399092 3.97389
0.852330 -1.28516 0.00399553 3.97489
0.855882 -1.28650 0.00400015 3.97589
0.859443 -1.28788 0.00400478 3.97689
0.863013 -1.28928 0.00400942 3.97789
0.866593 -1.29072 0.00401407 3.97889
0.870181 -1.29218 0.00401873 3.97989
0.873779 -1.29368 0.00402341 3.98089
0.877385 -1.29520 0.00402809 3.98189
0.881001 -1.29675 0.00403279 3.98289
0.884626 -1.29834 0.00403750 3.98389
0.888260 -1.29995 0.00404222 3.98489
0.891903 -1.30160 0.00404695 3.98589
0.895556 -1.30327 0.00405170 3.98689
0.899217 -1.30498 0.00405645 3.98789
0.902888 -1.30672 0.00406122 3.98889
0.906567 -1.30849 0.00406600 3.98989
0.910256 -1.31029 0.00407079 3.99089
0.913955 -1.31212 0.00407559 3.99189
0.917662 -1.31399 0.00408041 3.99289
0.921378 -1.31588 0.00408523 3.99389
0.925104 -1.31781 0.00409007 3.99489
0.928839 -1.31977 0.00409492 3.99589
0.932583 -1.32177 0.00409979 3.99689
0.936336 -1.32379 0.00410466 3.99789
0.940098 -1.32585 0.00410955 3.99889
0.943870 -1.32795 0.00411445 3.99989
